timestamp,distance_cm,calibrated_distance_cm,flux,temperature_c
7.333,191.11,194.11,1776,28.5
7.343,191.89,194.89,2010,28.5
7.353,192.14,195.14,1612,28.5
7.363,190.85,193.85,1663,28.5
7.373,190.53,193.53,1812,28.5
7.383,191.39,194.39,1809,28.5
7.393,191.56,194.56,1605,28.5
7.403,192.23,195.23,1789,28.5
7.413,192.87,195.87,1615,28.5
7.423,194.43,197.43,1737,28.5
7.433,195.17,198.17,1717,28.5
7.443,192.97,195.97,1893,28.5
7.453,194.0,197.0,1776,28.5
7.463,193.33,196.33,1579,28.5
7.473,193.6,196.6,1801,28.5
7.483,194.85,197.85,1760,28.5
7.493,195.06,198.06,2042,28.5
7.503,193.82,196.82,2064,28.5
7.513,193.41,196.41,1812,28.5
7.523,195.64,198.64,1790,28.5
7.533,194.51,197.51,1688,28.5
7.543,195.64,198.64,1844,28.5
7.553,195.65,198.65,1637,28.5
7.563,196.93,199.93,2017,28.5
7.573,197.95,200.95,1711,28.5
7.583,197.61,200.61,1744,28.5
7.593,195.78,198.78,1598,28.5
7.603,195.94,198.94,2075,28.5
7.613,197.51,200.51,1963,28.5
7.623,198.15,201.15,1921,28.5
7.633,198.89,201.89,1682,28.5
7.643,197.17,200.17,1663,28.5
7.653,199.12,202.12,1859,28.5
7.663,198.95,201.95,1995,28.5
7.673,198.02,201.02,1609,28.5
7.683,199.44,202.44,1969,28.5
7.693,199.77,202.77,1852,28.5
7.703,199.37,202.37,1686,28.5
7.713,199.63,202.63,1810,28.5
7.723,200.59,203.59,1824,28.5
7.733,201.92,204.92,1595,28.5
7.743,200.2,203.2,1696,28.5
7.753,200.6,203.6,1781,28.5
7.763,201.49,204.49,1971,28.5
7.773,201.56,204.56,1644,28.5
7.783,201.56,204.56,1862,28.5
7.793,200.19,203.19,1582,28.5
7.803,203.31,206.31,2003,28.5
7.813,201.86,204.86,1608,28.5
7.823,201.84,204.84,2120,28.5
7.833,203.04,206.04,1753,28.5
7.843,203.46,206.46,1930,28.5
7.853,203.16,206.16,1736,28.5
7.863,204.71,207.71,1721,28.5
7.873,204.75,207.75,1765,28.5
7.883,203.68,206.68,1911,28.5
7.893,205.47,208.47,1506,28.5
7.903,204.68,207.68,1836,28.5
7.913,206.81,209.81,1871,28.5
7.923,204.41,207.41,1822,28.5
7.933,206.31,209.31,1866,28.5
7.943,207.1,210.1,1937,28.5
7.953,206.9,209.9,1740,28.5
7.963,206.32,209.32,1681,28.5
7.973,206.39,209.39,1764,28.5
7.983,205.51,208.51,1621,28.5
7.993,207.52,210.52,1814,28.5
8.003,208.08,211.08,1864,28.5
8.013,207.66,210.66,2004,28.5
8.023,208.85,211.85,1893,28.5
8.033,209.6,212.6,1881,28.5
8.043,208.48,211.48,1616,28.5
8.053,209.6,212.6,1726,28.5
8.063,209.72,212.72,1746,28.5
8.073,210.41,213.41,1661,28.5
8.083,212.26,215.26,2062,28.5
8.093,211.47,214.47,1922,28.5
8.103,212.14,215.14,1917,28.5
8.113,212.74,215.74,1639,28.5
8.123,211.22,214.22,1762,28.5
8.133,211.79,214.79,1480,28.5
8.143,212.5,215.5,1933,28.5
8.153,212.57,215.57,1788,28.5
8.163,213.5,216.5,2207,28.5
8.173,212.8,215.8,1896,28.5
8.183,212.72,215.72,1676,28.5
8.193,214.93,217.93,1723,28.5
8.203,214.21,217.21,1904,28.5
8.213,215.37,218.37,1907,28.5
8.223,214.63,217.63,1744,28.5
8.233,215.94,218.94,1860,28.5
8.243,217.61,220.61,1651,28.5
8.253,216.99,219.99,1597,28.5
8.263,216.08,219.08,1815,28.5
8.273,215.37,218.37,1602,28.5
8.283,217.96,220.96,2048,28.5
8.293,217.9,220.9,1707,28.5
8.303,218.19,221.19,2148,28.5
8.313,218.05,221.05,2001,28.5
8.323,220.18,223.18,1644,28.5
8.333,219.5,222.5,1737,28.5
8.343,220.16,223.16,1811,28.5
8.353,220.5,223.5,2139,28.5
8.363,220.9,223.9,1874,28.5
8.373,222.1,225.1,1822,28.5
8.383,222.47,225.47,1979,28.5
8.393,224.07,227.07,1772,28.5
8.404,222.73,225.73,1759,28.5
8.414,222.58,225.58,2048,28.5
8.424,223.16,226.16,1679,28.5
8.434,221.79,224.79,1999,28.5
8.444,224.35,227.35,1916,28.5
8.454,224.58,227.58,1799,28.5
8.464,226.76,229.76,1920,28.5
8.474,224.09,227.09,1786,28.5
8.484,226.65,229.65,1762,28.5
8.494,228.24,231.24,2227,28.5
8.504,228.11,231.11,1873,28.5
8.514,228.48,231.48,1628,28.5
8.524,228.55,231.55,1716,28.5
8.534,228.29,231.29,1835,28.5
8.544,228.68,231.68,1758,28.5
8.554,228.52,231.52,1944,28.5
8.564,230.7,233.7,1761,28.5
8.574,229.83,232.83,1710,28.5
8.584,228.96,231.96,1960,28.5
8.594,231.71,234.71,1632,28.5
8.604,231.92,234.92,1701,28.5
8.614,231.4,234.4,1800,28.5
8.624,232.94,235.94,1732,28.5
8.634,233.08,236.08,1856,28.5
8.644,233.16,236.16,1749,28.5
8.654,235.17,238.17,2084,28.5
8.664,233.93,236.93,1872,28.5
8.674,234.48,237.48,1729,28.5
8.684,235.26,238.26,1748,28.5
8.694,236.43,239.43,1885,28.5
8.704,236.75,239.75,1906,28.5
8.714,237.76,240.76,1953,28.5
8.724,237.28,240.28,2013,28.5
8.734,238.91,241.91,1694,28.5
8.744,239.12,242.12,1673,28.5
8.754,240.01,243.01,1906,28.5
8.764,240.09,243.09,1717,28.5
8.774,241.01,244.01,1640,28.5
8.784,240.02,243.02,1534,28.5
8.794,241.34,244.34,2176,28.5
8.804,242.04,245.04,1613,28.6
8.814,241.17,244.17,1580,28.6
8.824,243.56,246.56,1739,28.6
8.834,243.59,246.59,1844,28.6
8.844,244.14,247.14,1703,28.6
8.854,246.94,249.94,1587,28.6
8.864,247.31,250.31,1915,28.6
8.874,246.72,249.72,1843,28.6
8.884,248.24,251.24,1682,28.6
8.894,248.28,251.28,1814,28.6
8.904,250.01,253.01,1823,28.6
8.914,248.02,251.02,1903,28.6
8.924,249.22,252.22,1830,28.6
8.934,249.75,252.75,1906,28.6
8.944,251.32,254.32,2122,28.6
8.954,250.64,253.64,1847,28.6
8.964,251.5,254.5,1628,28.6
8.974,252.34,255.34,1656,28.6
8.984,252.87,255.87,2094,28.6
8.994,254.74,257.74,1771,28.6
9.004,254.61,257.61,1735,28.6
9.014,254.41,257.41,1769,28.6
9.024,256.95,259.95,1683,28.6
9.034,256.62,259.62,1941,28.6
9.044,258.09,261.09,1813,28.6
9.054,258.47,261.47,1688,28.6
9.064,259.54,262.54,1585,28.6
9.074,259.61,262.61,2173,28.6
9.084,260.33,263.33,1804,28.6
9.094,260.09,263.09,2113,28.6
9.104,262.09,265.09,1912,28.6
9.114,262.66,265.66,1524,28.6
9.124,263.24,266.24,1921,28.6
9.134,264.28,267.28,1691,28.6
9.144,264.26,267.26,1801,28.6
9.154,265.83,268.83,1754,28.6
9.164,265.53,268.53,1863,28.6
9.174,267.45,270.45,1806,28.6
9.184,268.79,271.79,1489,28.6
9.194,268.67,271.67,1941,28.6
9.204,269.54,272.54,1600,28.6
9.214,268.59,271.59,1735,28.6
9.224,270.94,273.94,1698,28.6
9.234,272.07,275.07,1829,28.6
9.244,272.7,275.7,1871,28.6
9.254,273.71,276.71,1841,28.6
9.264,275.3,278.3,1783,28.6
9.274,275.06,278.06,1794,28.6
9.284,274.67,277.67,1867,28.6
9.294,275.76,278.76,1745,28.6
9.304,275.48,278.48,1963,28.6
9.314,276.24,279.24,1897,28.6
9.324,275.53,278.53,1862,28.6
9.334,273.25,276.25,1810,28.6
9.344,273.51,276.51,2001,28.6
9.354,272.11,275.11,1933,28.6
9.364,272.42,275.42,1650,28.6
9.374,271.4,274.4,1650,28.6
9.384,270.7,273.7,1712,28.6
9.394,270.22,273.22,1754,28.6
9.404,270.4,273.4,1552,28.6
9.414,270.16,273.16,1807,28.6
9.424,268.16,271.16,1847,28.6
9.434,268.69,271.69,1586,28.6
9.444,268.4,271.4,1876,28.6
9.454,266.92,269.92,1851,28.6
9.464,265.98,268.98,1908,28.6
9.474,265.37,268.37,1766,28.6
9.484,266.73,269.73,1902,28.6
9.494,265.93,268.93,1946,28.6
9.504,266.21,269.21,1393,28.6
9.514,265.47,268.47,1754,28.6
9.524,264.36,267.36,1723,28.6
9.534,262.6,265.6,2027,28.6
9.544,262.11,265.11,1938,28.6
9.554,262.19,265.19,1783,28.6
9.564,261.26,264.26,1826,28.6
9.574,260.54,263.54,1675,28.6
9.584,261.88,264.88,1779,28.6
9.594,260.58,263.58,1715,28.6
9.604,260.14,263.14,1961,28.6
9.614,256.16,259.16,1735,28.6
9.624,258.57,261.57,2212,28.6
9.634,258.09,261.09,1813,28.6
9.644,255.35,258.35,1922,28.6
9.654,257.37,260.37,1726,28.6
9.664,255.85,258.85,1802,28.6
9.674,255.97,258.97,1771,28.6
9.684,254.4,257.4,1717,28.6
9.694,255.06,258.06,1865,28.6
9.704,253.72,256.72,1815,28.6
9.714,254.38,257.38,1871,28.6
9.724,254.01,257.01,1670,28.6
9.734,253.1,256.1,1590,28.6
9.744,253.66,256.66,1720,28.6
9.754,251.82,254.82,1811,28.6
9.764,251.82,254.82,1816,28.6
9.774,250.83,253.83,1869,28.6
9.784,250.85,253.85,2044,28.6
9.794,250.51,253.51,1799,28.6
9.804,249.18,252.18,1666,28.6
9.814,250.22,253.22,1728,28.6
9.824,249.44,252.44,1793,28.6
9.834,249.25,252.25,2066,28.6
9.844,248.31,251.31,2061,28.6
9.854,247.45,250.45,1925,28.6
9.864,246.52,249.52,1771,28.6
9.874,246.96,249.96,1784,28.6
9.884,244.78,247.78,1856,28.6
9.894,245.17,248.17,1608,28.6
9.904,245.2,248.2,1971,28.6
9.914,245.8,248.8,1507,28.6
9.924,244.24,247.24,1895,28.6
9.934,246.02,249.02,1772,28.6
9.944,244.78,247.78,1736,28.6
9.954,243.18,246.18,1753,28.6
9.964,244.92,247.92,1743,28.6
9.974,244.46,247.46,1824,28.6
9.984,243.14,246.14,1884,28.6
9.994,242.2,245.2,1464,28.6
10.004,242.39,245.39,1939,28.6
10.014,241.55,244.55,1744,28.6
10.024,242.58,245.58,1640,28.6
10.034,241.76,244.76,1832,28.6
10.044,242.16,245.16,1684,28.6
10.054,241.09,244.09,1840,28.6
10.064,238.83,241.83,1694,28.6
10.074,239.42,242.42,1646,28.6
10.084,238.76,241.76,1974,28.6
10.094,239.61,242.61,1808,28.6
10.104,239.03,242.03,1524,28.6
10.114,239.97,242.97,1792,28.6
10.124,238.37,241.37,1836,28.6
10.134,236.07,239.07,1748,28.6
10.144,238.97,241.97,2111,28.6
10.154,236.25,239.25,1786,28.6
10.164,237.12,240.12,1707,28.6
10.174,235.92,238.92,1740,28.6
10.184,235.51,238.51,1226,28.6
10.194,235.12,238.12,1865,28.6
10.204,236.29,239.29,1712,28.6
10.214,234.07,237.07,1709,28.6
10.224,235.27,238.27,1824,28.6
10.234,234.91,237.91,1788,28.6
10.244,233.88,236.88,1808,28.6
10.254,234.03,237.03,1861,28.6
10.264,234.71,237.71,1946,28.6
10.274,232.76,235.76,1679,28.6
10.284,233.16,236.16,1784,28.6
10.294,233.68,236.68,1839,28.6
10.304,232.25,235.25,1651,28.6
10.314,232.24,235.24,1770,28.6
10.324,230.88,233.88,2176,28.6
10.334,232.22,235.22,1991,28.6
10.344,231.18,234.18,1515,28.6
10.354,231.44,234.44,1822,28.6
10.364,232.19,235.19,1631,28.6
10.374,230.55,233.55,1728,28.6
10.384,228.52,231.52,1900,28.6
10.394,228.99,231.99,1531,28.6
10.404,229.58,232.58,1880,28.7
10.414,228.93,231.93,1810,28.7
10.424,229.89,232.89,1810,28.7
10.434,228.51,231.51,1721,28.7
10.444,228.71,231.71,2006,28.7
10.454,227.92,230.92,1580,28.7
10.464,227.5,230.5,1454,28.7
10.474,227.36,230.36,1708,28.7
10.484,226.99,229.99,1800,28.7
10.494,228.02,231.02,1618,28.7
10.504,226.04,229.04,1807,28.7
10.514,227.11,230.11,1613,28.7
10.524,226.58,229.58,1860,28.7
10.534,225.54,228.54,1859,28.7
10.544,225.27,228.27,1830,28.7
10.554,224.81,227.81,1763,28.7
10.564,225.58,228.58,2084,28.7
10.574,225.92,228.92,1507,28.7
10.584,225.97,228.97,1997,28.7
10.594,224.52,227.52,1868,28.7
10.604,224.1,227.1,1779,28.7
10.614,223.54,226.54,1828,28.7
10.624,224.31,227.31,1793,28.7
10.634,223.72,226.72,2003,28.7
10.644,222.88,225.88,1895,28.7
10.654,225.54,228.54,1899,28.7
10.664,223.78,226.78,1567,28.7
10.674,222.54,225.54,1819,28.7
10.684,223.86,226.86,1569,28.7
10.694,223.82,226.82,2026,28.7
10.704,223.41,226.41,1828,28.7
10.714,222.25,225.25,1722,28.7
10.724,222.67,225.67,1861,28.7
10.734,221.27,224.27,1842,28.7
10.744,222.31,225.31,1629,28.7
10.754,221.55,224.55,1776,28.7
10.764,221.1,224.1,1872,28.7
10.774,221.29,224.29,1841,28.7
10.784,221.58,224.58,1448,28.7
10.794,220.45,223.45,1867,28.7
10.805,219.41,222.41,1877,28.7
10.815,220.35,223.35,1588,28.7
10.825,219.59,222.59,1970,28.7
10.835,220.31,223.31,1621,28.7
10.845,218.95,221.95,1778,28.7
10.855,218.81,221.81,1893,28.7
10.865,220.13,223.13,1703,28.7
10.875,219.4,222.4,1496,28.7
10.885,218.63,221.63,1879,28.7
10.895,219.62,222.62,2110,28.7
10.905,219.01,222.01,1566,28.7
10.915,218.19,221.19,1881,28.7
10.925,220.21,223.21,1688,28.7
10.935,219.24,222.24,1871,28.7
10.945,217.3,220.3,1969,28.7
10.955,218.93,221.93,1868,28.7
10.965,217.32,220.32,1730,28.7
10.975,217.59,220.59,1785,28.7
10.985,218.39,221.39,1861,28.7
10.995,215.92,218.92,1675,28.7
11.005,217.19,220.19,1744,28.7
11.015,217.25,220.25,2034,28.7
11.025,218.17,221.17,1904,28.7
11.035,217.02,220.02,2099,28.7
11.045,216.73,219.73,1816,28.7
11.055,215.73,218.73,1838,28.7
11.065,216.08,219.08,2038,28.7
11.075,215.29,218.29,1589,28.7
11.085,216.52,219.52,1973,28.7
11.095,215.64,218.64,1890,28.7
11.105,215.54,218.54,1881,28.7
11.115,215.25,218.25,1930,28.7
11.125,216.5,219.5,1675,28.7
11.135,215.17,218.17,1814,28.7
11.145,214.54,217.54,1733,28.7
11.155,213.23,216.23,1770,28.7
11.165,215.89,218.89,1865,28.7
11.175,215.22,218.22,1821,28.7
11.185,215.96,218.96,1776,28.7
11.195,213.85,216.85,1806,28.7
11.205,215.65,218.65,1650,28.7
11.215,215.84,218.84,1636,28.7
11.225,214.23,217.23,1820,28.7
11.235,213.99,216.99,1898,28.7
11.245,215.16,218.16,1967,28.7
11.255,215.4,218.4,1823,28.7
11.265,215.03,218.03,1859,28.7
11.275,212.81,215.81,1948,28.7
11.285,214.26,217.26,1976,28.7
11.295,211.83,214.83,1764,28.7
11.305,212.84,215.84,1976,28.7
11.315,214.41,217.41,1741,28.7
11.325,213.44,216.44,1742,28.7
11.335,212.71,215.71,1689,28.7
11.345,214.24,217.24,1841,28.7
11.355,212.62,215.62,1772,28.7
11.365,213.52,216.52,1692,28.7
11.375,212.21,215.21,1776,28.7
11.385,212.49,215.49,1775,28.7
11.395,211.2,214.2,1798,28.7
11.405,213.17,216.17,1835,28.7
11.415,212.41,215.41,1859,28.7
11.425,212.25,215.25,1948,28.7
11.435,211.59,214.59,1670,28.7
11.445,211.84,214.84,1739,28.7
11.455,212.98,215.98,1546,28.7
11.465,211.72,214.72,1788,28.7
11.475,212.62,215.62,1860,28.7
11.485,213.28,216.28,1679,28.7
11.495,211.89,214.89,1973,28.7
11.505,211.63,214.63,1783,28.7
11.515,212.06,215.06,1766,28.7
11.525,211.15,214.15,1813,28.7
11.535,211.67,214.67,1729,28.7
11.545,211.8,214.8,1668,28.7
11.555,210.97,213.97,1596,28.7
11.565,210.66,213.66,1694,28.7
11.575,211.49,214.49,1830,28.7
11.585,211.95,214.95,2061,28.7
11.595,210.57,213.57,1509,28.7
11.605,210.98,213.98,1914,28.7
11.615,211.93,214.93,1669,28.7
11.625,210.14,213.14,1810,28.7
11.635,212.02,215.02,1862,28.7
11.645,211.87,214.87,1759,28.7
11.655,211.26,214.26,1968,28.7
11.665,210.88,213.88,1865,28.7
11.675,211.73,214.73,1771,28.7
11.685,211.45,214.45,1746,28.7
11.695,208.76,211.76,1980,28.7
11.705,209.57,212.57,1699,28.7
11.715,209.37,212.37,2002,28.7
11.725,210.5,213.5,1764,28.7
11.735,210.65,213.65,1822,28.7
11.745,210.63,213.63,1776,28.7
11.755,209.89,212.89,1916,28.7
11.765,210.53,213.53,1960,28.7
11.775,210.59,213.59,1702,28.7
11.785,210.65,213.65,1879,28.7
11.795,211.07,214.07,1448,28.7
11.805,210.42,213.42,1611,28.7
11.815,211.23,214.23,1655,28.7
11.825,209.08,212.08,1811,28.7
11.835,210.41,213.41,1879,28.7
11.845,209.86,212.86,1877,28.7
11.855,209.82,212.82,1732,28.7
11.865,210.21,213.21,1503,28.7
11.875,210.23,213.23,1821,28.7
11.885,209.39,212.39,1538,28.7
11.895,209.13,212.13,1961,28.7
11.905,209.94,212.94,2046,28.7
11.915,209.24,212.24,1696,28.7
11.925,209.84,212.84,1776,28.7
11.935,209.99,212.99,1732,28.7
11.945,209.1,212.1,1637,28.7
11.955,210.03,213.03,1800,28.7
11.965,209.38,212.38,1510,28.7
11.975,209.84,212.84,2018,28.7
11.985,210.33,213.33,1831,28.7
11.995,209.89,212.89,1780,28.7
12.005,210.56,213.56,1988,28.8
12.015,208.51,211.51,1670,28.8
12.025,208.55,211.55,1659,28.8
12.035,209.39,212.39,1677,28.8
12.045,209.75,212.75,1576,28.8
12.055,210.59,213.59,1660,28.8
12.065,209.54,212.54,1596,28.8
12.075,210.59,213.59,1974,28.8
12.085,209.33,212.33,1851,28.8
12.095,210.27,213.27,1406,28.8
12.105,211.51,214.51,1684,28.8
12.115,210.05,213.05,1324,28.8
12.125,209.59,212.59,1944,28.8
12.135,210.55,213.55,1705,28.8
12.145,210.29,213.29,1833,28.8
12.155,211.65,214.65,1683,28.8
12.165,209.8,212.8,1916,28.8
12.175,208.63,211.63,1821,28.8
12.185,210.4,213.4,1831,28.8
12.195,210.81,213.81,1826,28.8
12.205,210.81,213.81,1797,28.8
12.215,211.13,214.13,1834,28.8
12.225,210.53,213.53,1842,28.8
12.235,210.52,213.52,1695,28.8
12.245,211.5,214.5,1610,28.8
12.255,210.4,213.4,1978,28.8
12.265,211.52,214.52,1609,28.8
12.275,209.69,212.69,1672,28.8
12.285,211.24,214.24,1951,28.8
12.295,211.4,214.4,2073,28.8
12.305,210.67,213.67,1695,28.8
12.315,210.55,213.55,1735,28.8
12.325,211.3,214.3,1808,28.8
12.335,211.37,214.37,1972,28.8
12.345,211.45,214.45,1852,28.8
12.355,210.29,213.29,1950,28.8
12.365,210.72,213.72,1296,28.8
12.375,208.94,211.94,1575,28.8
12.385,210.91,213.91,1665,28.8
12.395,209.32,212.32,1784,28.8
12.405,210.36,213.36,1915,28.8
12.415,211.34,214.34,1795,28.8
12.425,212.3,215.3,2049,28.8
12.435,210.82,213.82,1837,28.8
12.445,211.71,214.71,1866,28.8
12.455,211.1,214.1,1935,28.8
12.465,212.27,215.27,1837,28.8
12.475,211.59,214.59,1683,28.8
12.485,211.5,214.5,2023,28.8
12.495,212.72,215.72,1988,28.8
12.505,211.75,214.75,1766,28.8
12.515,211.37,214.37,1737,28.8
12.525,212.05,215.05,1938,28.8
12.535,212.04,215.04,1936,28.8
12.545,213.01,216.01,1599,28.8
12.555,213.02,216.02,1756,28.8
12.565,212.55,215.55,1636,28.8
12.575,212.42,215.42,1877,28.8
12.585,212.95,215.95,1590,28.8
12.595,213.11,216.11,1885,28.8
12.605,212.51,215.51,1590,28.8
12.615,213.6,216.6,1627,28.8
12.625,213.32,216.32,1699,28.8
12.635,213.13,216.13,1744,28.8
12.645,212.88,215.88,1681,28.8
12.655,213.06,216.06,1842,28.8
12.665,212.29,215.29,1690,28.8
12.675,212.34,215.34,1918,28.8
12.685,213.33,216.33,1932,28.8
12.695,213.34,216.34,1498,28.8
12.705,213.77,216.77,1607,28.8
12.715,213.43,216.43,1779,28.8
12.725,213.28,216.28,1715,28.8
12.735,214.18,217.18,1578,28.8
12.745,214.47,217.47,1958,28.8
12.755,212.72,215.72,2071,28.8
12.765,214.51,217.51,2068,28.8
12.775,214.17,217.17,1671,28.8
12.785,214.73,217.73,1680,28.8
12.795,213.87,216.87,1735,28.8
12.805,215.02,218.02,1661,28.8
12.815,214.76,217.76,2105,28.8
12.825,214.96,217.96,1982,28.8
12.835,215.28,218.28,1641,28.8
12.845,215.31,218.31,1791,28.8
12.855,215.89,218.89,1608,28.8
12.865,217.02,220.02,1682,28.8
12.875,213.77,216.77,1923,28.8
12.885,215.31,218.31,1800,28.8
12.895,215.9,218.9,1548,28.8
12.905,216.67,219.67,1509,28.8
12.915,215.8,218.8,1872,28.8
12.925,216.88,219.88,1967,28.8
12.935,216.34,219.34,1788,28.8
12.945,217.58,220.58,1867,28.8
12.955,216.17,219.17,1953,28.8
12.965,215.83,218.83,1784,28.8
12.975,217.8,220.8,1529,28.8
12.985,217.67,220.67,1913,28.8
12.995,216.7,219.7,1698,28.8
13.005,217.24,220.24,1803,28.8
13.015,218.68,221.68,1830,28.8
13.025,217.59,220.59,1822,28.8
13.035,218.5,221.5,1658,28.8
13.045,217.86,220.86,1627,28.8
13.055,217.77,220.77,1841,28.8
13.065,217.36,220.36,1784,28.8
13.075,219.08,222.08,1876,28.8
13.085,218.93,221.93,1702,28.8
13.095,217.94,220.94,1729,28.8
13.105,217.78,220.78,2002,28.8
13.115,219.93,222.93,1920,28.8
13.125,219.06,222.06,1790,28.8
13.135,219.86,222.86,1802,28.8
13.145,220.06,223.06,1911,28.8
13.155,221.37,224.37,1747,28.8
13.165,220.35,223.35,1653,28.8
13.175,219.47,222.47,1887,28.8
13.185,221.61,224.61,2097,28.8
13.195,220.76,223.76,1794,28.8
13.206,219.91,222.91,2080,28.8
13.216,221.91,224.91,1781,28.8
13.226,221.52,224.52,1870,28.8
13.236,223.01,226.01,1608,28.8
13.246,221.87,224.87,1791,28.8
13.256,221.82,224.82,1658,28.8
13.266,221.37,224.37,1532,28.8
13.276,221.1,224.1,1839,28.8
13.286,223.19,226.19,2263,28.8
13.296,222.8,225.8,2119,28.8
13.306,222.62,225.62,1730,28.8
13.316,223.72,226.72,1910,28.8
13.326,225.6,228.6,1855,28.8
13.336,222.91,225.91,1550,28.8
13.346,223.32,226.32,1647,28.8
13.356,223.46,226.46,1717,28.8
13.366,223.63,226.63,1746,28.8
13.376,223.93,226.93,1758,28.8
13.386,224.44,227.44,1894,28.8
13.396,226.24,229.24,1479,28.8
13.406,225.66,228.66,1794,28.8
13.416,224.03,227.03,1919,28.8
13.426,224.47,227.47,1730,28.8
13.436,226.37,229.37,1942,28.8
13.446,226.34,229.34,1859,28.8
13.456,227.36,230.36,1756,28.8
13.466,227.3,230.3,1510,28.8
13.476,226.38,229.38,1946,28.8
13.486,227.32,230.32,2020,28.8
13.496,228.06,231.06,1534,28.8
13.506,227.63,230.63,1884,28.8
13.516,226.52,229.52,1766,28.8
13.526,227.29,230.29,1739,28.8
13.536,226.74,229.74,2025,28.8
13.546,227.43,230.43,1742,28.8
13.556,228.49,231.49,1678,28.8
13.566,228.97,231.97,1827,28.8
13.576,228.34,231.34,1840,28.8
13.586,228.04,231.04,1839,28.8
13.596,228.46,231.46,1644,28.8
13.606,230.76,233.76,1820,28.9
13.616,231.39,234.39,1845,28.9
13.626,230.44,233.44,1727,28.9
13.636,231.31,234.31,1939,28.9
13.646,231.03,234.03,1772,28.9
13.656,233.5,236.5,1694,28.9
13.666,231.42,234.42,1804,28.9
13.676,232.24,235.24,1611,28.9
13.686,232.67,235.67,1831,28.9
13.696,232.19,235.19,1627,28.9
13.706,231.23,234.23,1701,28.9
13.716,233.44,236.44,1970,28.9
13.726,232.9,235.9,1669,28.9
13.736,234.45,237.45,1795,28.9
13.746,235.7,238.7,1540,28.9
13.756,234.33,237.33,1592,28.9
13.766,236.05,239.05,1795,28.9
13.776,234.87,237.87,1688,28.9
13.786,234.27,237.27,1778,28.9
13.796,236.24,239.24,1652,28.9
13.806,235.39,238.39,1892,28.9
13.816,235.99,238.99,1899,28.9
13.826,235.93,238.93,1695,28.9
13.836,236.15,239.15,1813,28.9
13.846,237.9,240.9,1722,28.9
13.856,237.25,240.25,1798,28.9
13.866,238.67,241.67,1568,28.9
13.876,238.13,241.13,1821,28.9
13.886,236.28,239.28,1761,28.9
13.896,238.43,241.43,1798,28.9
13.906,239.0,242.0,1655,28.9
13.916,238.33,241.33,1938,28.9
13.926,239.41,242.41,1762,28.9
13.936,240.03,243.03,1915,28.9
13.946,239.75,242.75,1907,28.9
13.956,239.63,242.63,1599,28.9
13.966,241.1,244.1,1868,28.9
13.976,242.52,245.52,1555,28.9
13.986,241.86,244.86,1653,28.9
13.996,241.23,244.23,1738,28.9
14.006,243.74,246.74,1894,28.9
14.016,243.25,246.25,1815,28.9
14.026,242.89,245.89,2014,28.9
14.036,243.18,246.18,1868,28.9
14.046,245.8,248.8,1639,28.9
14.056,245.07,248.07,1721,28.9
14.066,243.91,246.91,1521,28.9
14.076,245.15,248.15,2013,28.9
14.086,246.08,249.08,1731,28.9
14.096,246.3,249.3,1914,28.9
14.106,245.9,248.9,1547,28.9
14.116,245.95,248.95,1619,28.9
14.126,248.15,251.15,1640,28.9
14.136,248.68,251.68,1960,28.9
14.146,247.13,250.13,1902,28.9
14.156,249.0,252.0,2075,28.9
14.166,249.73,252.73,1592,28.9
14.176,249.22,252.22,1704,28.9
14.186,250.41,253.41,1399,28.9
14.196,249.7,252.7,1723,28.9
14.206,252.15,255.15,2054,28.9
14.216,251.88,254.88,1994,28.9
14.226,251.27,254.27,1657,28.9
14.236,251.82,254.82,2035,28.9
14.246,251.19,254.19,1818,28.9
14.256,253.64,256.64,1669,28.9
14.266,254.02,257.02,1833,28.9
14.276,253.72,256.72,1608,28.9
14.286,255.02,258.02,1940,28.9
14.296,254.82,257.82,1725,28.9
14.306,253.82,256.82,1594,28.9
14.316,255.38,258.38,1675,28.9
14.326,255.56,258.56,1676,28.9
14.336,256.38,259.38,1694,28.9
14.346,255.55,258.55,1583,28.9
14.356,257.65,260.65,1710,28.9
14.366,260.29,263.29,1697,28.9
14.376,257.88,260.88,1843,28.9
14.386,260.02,263.02,1865,28.9
14.396,259.15,262.15,1731,28.9
14.406,259.6,262.6,1597,28.9
14.416,261.04,264.04,1777,28.9
14.426,261.71,264.71,1849,28.9
14.436,260.97,263.97,2135,28.9
14.446,261.93,264.93,1888,28.9
14.456,260.96,263.96,1672,28.9
14.466,262.42,265.42,1852,28.9
14.476,261.87,264.87,1867,28.9
14.486,263.54,266.54,1583,28.9
14.496,265.67,268.67,1667,28.9
14.506,264.54,267.54,2091,28.9
14.516,266.14,269.14,1530,28.9
14.526,265.38,268.38,1925,28.9
14.536,268.08,271.08,1804,28.9
14.546,266.91,269.91,1891,28.9
14.556,266.62,269.62,2126,28.9
14.566,268.83,271.83,1760,28.9
14.576,271.05,274.05,1452,28.9
14.586,269.33,272.33,1819,28.9
14.596,270.94,273.94,1753,28.9
14.606,270.6,273.6,1509,28.9
14.616,271.6,274.6,1860,28.9
14.626,272.72,275.72,2069,28.9
14.636,272.53,275.53,1734,28.9
14.646,272.5,275.5,2085,28.9
14.656,273.95,276.95,1829,28.9
14.666,275.65,278.65,1716,28.9
14.676,273.74,276.74,1727,28.9
